player_name,player_id,game_date,game_id,team_name,team_side,opponent_team,position,batting_order,is_substitute,is_starter,at_bats,avg,batters_faced,batting_order_raw,doubles,earned_runs,era,games_started,hits,hits_allowed,home_runs,home_runs_allowed,innings_pitched,losses,plate_appearances,rbi,runs,saves,strikeouts,total_bases,triples,walks,wins
Chase DeLauter,800050,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,2,,,,0,,,,0,,0,,,,4,0,0,,2,0,0,2,
Austin Hedges,595978,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Travis Bazzana,683953,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Brayan Rocchio,677587,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,2,0,0,0,
Petey Halpin,690984,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,1,,,,0,,,,0,,0,,,,2,0,0,,0,0,0,0,
David Fry,681807,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,1,0,0,0,
José Ramírez,608070,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,1,0,0,0,
Steven Kwan,680757,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,4,,,,1,,,,1,,0,,,,4,0,0,,0,2,0,0,
Angel Martínez,682657,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Kyle Manzardo,700932,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,2,,,,0,,,,0,,0,,,,2,0,0,,2,0,0,0,
Rhys Hoskins,656555,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,0,0,0,0,
Colin Holderman,670059,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,pitching,,,0,,,1,,,0,,0,,0,,0,0.1,0,,,,0,0,,,0,0
Parker Messick,800048,2026-07-26,822950,Cleveland Guardians,away,Tampa Bay Rays,pitching,,,1,,,29,,,1,,1,,6,,0,7.2,1,,,,0,6,,,0,0
Taylor Walls,670764,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,1,0,0,0,
Richie Palacios,680700,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,2,,,,0,,,,0,,0,,,,2,0,0,,0,0,0,0,
Ryan Vilade,668723,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,4,,,,0,,,,1,,0,,,,4,0,0,,2,1,0,0,
Chandler Simpson,802415,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,3,,,,0,,,,2,,0,,,,3,0,1,,0,2,0,0,
Jonny DeLuca,676356,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,0,0,0,0,
Nick Fortes,663743,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,3,,,,1,,,,1,,0,,,,3,0,0,,1,2,0,0,
Yandy Díaz,650490,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,1,0,0,0,
Ben Williamson,810938,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,3,,,,0,,,,1,,0,,,,3,0,0,,0,1,0,0,
Junior Caminero,691406,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,0,0,0,0,
Cedric Mullins,656775,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,batting,,0,,3,,,,0,,,,1,,0,,,,3,1,0,,1,1,0,0,
Garrett Cleavinger,664076,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,pitching,,,0,,,3,,,0,,0,,0,,0,1.0,0,,,,0,1,,,0,0
Bryan Baker,641329,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,pitching,,,0,,,4,,,0,,0,,0,,0,1.0,0,,,,1,1,,,1,0
Drew Rasmussen,656876,2026-07-26,822950,Tampa Bay Rays,home,Cleveland Guardians,pitching,,,1,,,24,,,0,,1,,1,,0,7.0,0,,,,0,9,,,1,1
Tim Tawa,694374,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,0,0,0,0,
Adrian Del Castillo,680728,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,3,,,,0,,,,1,,0,,,,3,0,0,,0,1,0,0,
Nolan Arenado,571448,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,4,,,,0,,,,0,,0,,,,5,1,0,,0,0,0,1,
Tyler Locklear,682988,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,3,,,,0,,,,0,,0,,,,5,1,0,,0,0,0,0,
Ryan Waldschmidt,814439,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,2,,,,1,,,,2,,0,,,,2,1,1,,0,3,0,0,
Ketel Marte,606466,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,5,,,,0,,,,1,,1,,,,5,1,1,,1,4,0,0,
Ildemaro Vargas,545121,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,1,,,,0,,,,1,,0,,,,2,0,0,,0,1,0,1,
Geraldo Perdomo,672695,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,2,,,,0,,,,1,,1,,,,5,1,2,,0,4,0,3,
Gabriel Moreno,672515,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,3,,,,2,,,,2,,0,,,,5,2,1,,0,4,0,1,
Corbin Carroll,682998,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,4,,,,1,,,,1,,0,,,,5,0,2,,0,2,0,1,
Max Kepler,596146,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Jorge Barrosa,678489,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,batting,,0,,0,,,,0,,,,0,,0,,,,0,0,0,,0,0,0,0,
Kevin Ginkel,656464,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,pitching,,,0,,,6,,,1,,0,,3,,1,1.1,0,,,,0,0,,,0,0
Jonathan Loáisiga,642528,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,pitching,,,0,,,5,,,2,,0,,2,,1,1.0,1,,,,0,1,,,0,0
Kohl Drake,684442,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,pitching,,,1,,,19,,,4,,1,,5,,2,4.0,0,,,,0,1,,,2,0
Ryan Thompson,657044,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,pitching,,,0,,,4,,,0,,0,,1,,0,0.2,0,,,,0,0,,,1,0
Brandyn Garcia,805299,2026-07-26,822706,Arizona Diamondbacks,away,Washington Nationals,pitching,,,0,,,7,,,2,,0,,4,,0,1.0,0,,,,0,2,,,0,0
Brady House,691781,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,5,,,,2,,,,2,,0,,,,5,1,2,,1,4,0,0,
CJ Abrams,682928,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,5,,,,0,,,,3,,2,,,,5,3,2,,1,9,0,0,
Nasim Nuñez,683083,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,3,,,,0,,,,0,,0,,,,4,0,1,,0,0,0,1,
Andrés Chaparro,665953,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,2,,,,0,,,,0,,0,,,,2,0,0,,0,0,0,0,
Dylan Crews,686611,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,5,,,,1,,,,3,,0,,,,5,0,1,,0,4,0,0,
Daylen Lile,695734,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,3,,,,0,,,,1,,0,,,,3,0,1,,0,1,0,0,
James Wood,695578,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,4,,,,0,,,,2,,2,,,,5,3,2,,1,8,0,1,
Harry Ford,695670,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,3,,,,0,,,,0,,0,,,,4,0,0,,1,0,0,1,
Jacob Young,696285,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,4,,,,1,,,,2,,0,,,,4,2,1,,0,3,0,0,
Luis García Jr.,671277,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,batting,,0,,4,,,,1,,,,2,,0,,,,4,0,0,,0,3,0,0,
Riley Cornelio,683000,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,pitching,,,0,,,9,,,1,,0,,1,,0,2.0,0,,,,0,0,,,2,1
Matt Krook,640454,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,pitching,,,0,,,3,,,2,,0,,0,,0,0.0,0,,,,0,0,,,3,0
Miles Mikolas,571945,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,pitching,,,1,,,18,,,3,,1,,4,,2,4.0,0,,,,0,1,,,1,0
Max Kranick,668820,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,pitching,,,0,,,4,,,0,,0,,1,,0,1.0,0,,,,0,1,,,0,0
Clayton Beeter,690925,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,pitching,,,0,,,5,,,0,,0,,1,,0,1.0,0,,,,1,0,,,1,0
Tom Cosgrove,676680,2026-07-26,822706,Washington Nationals,home,Arizona Diamondbacks,pitching,,,0,,,5,,,1,,0,,2,,0,1.0,0,,,,0,0,,,0,0
Michael Conforto,624424,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,3,,,,1,,,,1,,0,,,,4,0,2,,0,2,0,1,
Ian Happ,664023,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,5,,,,0,,,,1,,0,,,,5,0,0,,2,1,0,0,
Pedro Ramírez,699393,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,4,,,,0,,,,2,,0,,,,4,1,1,,0,2,0,0,
Michael Busch,683737,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,4,,,,1,,,,2,,0,,,,5,0,1,,0,3,0,1,
Carson Kelly,608348,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,4,,,,0,,,,0,,0,,,,4,1,0,,3,0,0,0,
Pete Crow-Armstrong,691718,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,5,,,,0,,,,1,,0,,,,5,1,0,,2,3,1,0,
Seiya Suzuki,673548,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,5,,,,0,,,,1,,1,,,,5,2,1,,2,4,0,0,
Dansby Swanson,621020,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,4,,,,0,,,,2,,0,,,,4,1,1,,0,2,0,0,
Nico Hoerner,663538,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,batting,,0,,4,,,,0,,,,2,,0,,,,4,1,1,,0,2,0,0,
Jameson Taillon,592791,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,pitching,,,1,,,19,,,7,,1,,6,,3,4.0,1,,,,0,3,,,2,0
Aaron Civale,650644,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,pitching,,,0,,,7,,,0,,0,,1,,0,2.0,0,,,,0,3,,,0,0
Ryan Rolison,669020,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,pitching,,,0,,,6,,,1,,0,,3,,0,1.0,0,,,,0,0,,,1,0
Trent Thornton,663423,2026-07-26,823354,Chicago Cubs,away,Pittsburgh Pirates,pitching,,,0,,,4,,,0,,0,,1,,0,1.0,0,,,,0,2,,,0,0
Jacob Gonzalez,694378,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,0,0,0,0,
Brandon Lowe,664040,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,4,,,,1,,,,3,,0,,,,4,0,2,,0,4,0,0,
Bryan Reynolds,668804,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,4,,,,1,,,,1,,0,,,,4,0,1,,1,2,0,0,
Esmerlyn Valdez,699013,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,3,,,,0,,,,2,,1,,,,4,2,2,,1,5,0,1,
Jared Triolo,669707,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,0,,,,0,,,,0,,0,,,,0,0,0,,0,0,0,0,
Jake Mangum,663968,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,4,,,,0,,,,1,,0,,,,4,0,0,,2,1,0,0,
Billy Cook,695257,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,1,0,0,0,
Tyler Callihan,682997,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Shawn Ross,676566,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,4,,,,0,,,,1,,1,,,,4,2,1,,2,4,0,0,
Ryan O'Hearn,656811,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,2,,,,0,,,,1,,1,,,,4,4,2,,0,4,0,2,
Nick Gonzales,693304,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,batting,,0,,4,,,,0,,,,2,,0,,,,4,0,0,,0,2,0,0,
Mason Montgomery,682254,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,pitching,,,0,,,5,,,2,,0,,2,,1,1.0,0,,,,1,2,,,0,0
Carmen Mlodzinski,669387,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,pitching,,,0,,,9,,,1,,0,,3,,0,2.0,0,,,,0,2,,,0,0
Braxton Ashcraft,677952,2026-07-26,823354,Pittsburgh Pirates,home,Chicago Cubs,pitching,,,1,,,26,,,4,,1,,7,,0,6.0,0,,,,0,5,,,2,1
Ernie Clement,676391,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,4,,,,1,,,,1,,0,,,,4,0,0,,1,2,0,0,
Daulton Varsho,662139,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,3,,,,0,,,,1,,0,,,,4,0,1,,0,1,0,1,
Andrés Giménez,665926,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,4,,,,1,,,,3,,0,,,,4,1,0,,0,4,0,0,
Davis Schneider,676914,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,2,,,,0,,,,0,,0,,,,2,0,0,,1,0,0,0,
Nathan Lukes,664770,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,2,0,0,0,
George Springer,543807,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,4,,,,0,,,,2,,0,,,,4,0,0,,0,2,0,0,
Yohendrick Piñango,682818,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,2,,,,0,,,,0,,0,,,,2,0,0,,1,0,0,0,
Vladimir Guerrero Jr.,665489,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,2,0,0,0,
Alejandro Kirk,672386,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,4,,,,0,,,,2,,0,,,,4,0,0,,0,2,0,0,
Kazuma Okamoto,672960,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,2,0,0,0,
Adam Macko,671936,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,pitching,,,0,,,4,,,0,,0,,2,,0,1.0,0,,,,0,0,,,0,0
Brendon Little,663893,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,pitching,,,0,,,4,,,1,,0,,2,,0,0.2,0,,,,0,1,,,0,0
Kevin Gausman,592332,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,pitching,,,1,,,24,,,3,,1,,5,,0,6.0,1,,,,0,6,,,1,0
Braydon Fisher,680755,2026-07-26,824730,Toronto Blue Jays,away,Boston Red Sox,pitching,,,0,,,3,,,2,,0,,1,,0,0.1,0,,,,0,0,,,1,0
Willson Contreras,575929,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,3,,,,0,,,,0,,0,,,,4,0,1,,1,0,0,1,
Romy Gonzalez,663853,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,3,,,,0,,,,1,,0,,,,4,0,0,,1,1,0,0,
Jahmai Jones,663330,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,1,,,,1,,,,1,,0,,,,1,2,1,,0,2,0,0,
Wilyer Abreu,677800,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,4,,,,1,,,,1,,0,,,,4,1,0,,2,2,0,0,
Andruw Monasterio,655316,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,3,,,,0,,,,1,,0,,,,4,0,2,,0,1,0,1,
Caleb Durbin,702332,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,4,,,,0,,,,2,,0,,,,4,0,1,,1,2,0,0,
Carlos Narváez,665966,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,1,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Jarren Duran,680776,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,4,,,,0,,,,3,,0,,,,4,2,1,,0,3,0,0,
Ceddanne Rafaela,678882,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,4,,,,0,,,,1,,0,,,,4,1,0,,1,1,0,0,
Masataka Yoshida,807799,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,0,0,0,0,
Tyron Guerrero,594027,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,pitching,,,0,,,5,,,0,,0,,1,,0,1.0,0,,,,0,0,,,1,0
Greg Weissert,669711,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,pitching,,,0,,,4,,,0,,0,,1,,0,1.0,0,,,,0,1,,,0,1
Justin Slaten,686580,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,pitching,,,0,,,3,,,0,,0,,0,,0,1.0,0,,,,0,1,,,0,0
Ranger Suarez,624133,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,pitching,,,1,,,15,,,0,,1,,4,,0,4.0,0,,,,0,6,,,0,0
Ryan Watson,670245,2026-07-26,824730,Boston Red Sox,home,Toronto Blue Jays,pitching,,,0,,,9,,,1,,0,,3,,0,2.0,0,,,,0,1,,,0,0
Michael Harris II,671739,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,5,,,,0,,,,1,,0,,,,5,0,1,,0,1,0,0,
Jorge Mateo,622761,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,0,,,,0,,,,0,,0,,,,0,0,1,,0,0,0,0,
Mauricio Dubón,643289,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,4,,,,0,,,,0,,0,,,,5,0,0,,0,0,0,1,
Brewer Hicklen,676551,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,0,,,,0,,,,0,,0,,,,1,0,0,,0,0,0,1,
Drake Baldwin,686948,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,3,,,,0,,,,2,,0,,,,6,0,0,,1,2,0,3,
Jim Jarvis,805347,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,2,,,,0,,,,0,,0,,,,5,0,0,,0,0,0,1,
Matt Olson,621566,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,5,,,,1,,,,1,,0,,,,6,0,1,,2,2,0,1,
Dominic Smith,642086,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,5,,,,0,,,,3,,0,,,,5,2,0,,0,3,0,0,
Eli White,642201,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,0,0,0,0,
Ozzie Albies,645277,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,6,,,,0,,,,0,,0,,,,6,0,0,,1,0,0,0,
Austin Riley,663586,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,4,,,,1,,,,1,,0,,,,5,1,0,,1,2,0,1,
Mike Yastrzemski,573262,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,batting,,0,,2,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,1,
Dylan Dodd,689266,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,pitching,,,0,,,4,,,0,,0,,0,,0,1.1,0,,,,0,0,,,0,0
Dylan Lee,669276,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,pitching,,,0,,,4,,,1,,0,,1,,1,1.0,0,,,,0,1,,,0,0
Tyler Kinley,641755,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,pitching,,,0,,,6,,,0,,0,,0,,0,1.1,0,,,,0,1,,,2,1
Reynaldo López,625643,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,pitching,,,1,,,23,,,0,,1,,5,,0,5.2,0,,,,0,6,,,1,0
Raisel Iglesias,628452,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,pitching,,,0,,,5,,,0,,0,,0,,0,1.0,0,,,,0,1,,,1,0
Danny Young,664849,2026-07-26,824810,Atlanta Braves,away,Baltimore Orioles,pitching,,,0,,,3,,,0,,0,,0,,0,0.2,0,,,,0,0,,,2,0
Chadwick Tromp,644433,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Jeremiah Jackson,669236,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,0,0,0,0,
Gunnar Henderson,683002,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,5,,,,0,,,,0,,0,,,,5,0,0,,1,0,0,0,
Leody Taveras,665750,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,4,,,,0,,,,0,,0,,,,5,0,0,,1,0,0,1,
Taylor Ward,621493,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,5,,,,0,,,,2,,0,,,,5,0,0,,1,2,0,0,
Dylan Beavers,687637,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,4,,,,0,,,,0,,0,,,,5,0,0,,1,0,0,1,
Tyler O'Neill,641933,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,3,,,,0,,,,0,,0,,,,3,0,0,,1,0,0,0,
Pete Alonso,624413,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,4,,,,0,,,,2,,1,,,,5,1,1,,1,5,0,1,
Sam Huff,669087,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,0,0,0,0,
Jackson Holliday,702616,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,3,,,,0,,,,0,,0,,,,5,1,0,,0,0,0,2,
Christian Encarnacion-Strand,687952,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,3,,,,0,,,,1,,0,,,,4,0,0,,0,1,0,1,
Colton Cowser,681297,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,2,,,,0,,,,1,,0,,,,2,0,0,,1,1,0,0,
Coby Mayo,691723,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,1,,1,0,0,0,
Tyler Wells,669330,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,pitching,,,0,,,4,,,0,,0,,0,,0,1.0,0,,,,0,0,,,1,0
Shane Baz,669358,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,pitching,,,1,,,19,,,1,,1,,6,,0,4.1,0,,,,0,2,,,2,0
Albert Suárez,544150,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,pitching,,,0,,,8,,,0,,0,,0,,0,2.0,0,,,,0,2,,,2,0
Josh Walker,677020,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,pitching,,,0,,,6,,,0,,0,,1,,0,1.2,0,,,,0,0,,,0,0
Anthony Nunez,689296,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,pitching,,,0,,,5,,,0,,0,,0,,0,1.0,0,,,,0,2,,,2,0
Andrew Kittredge,552640,2026-07-26,824810,Baltimore Orioles,home,Atlanta Braves,pitching,,,0,,,6,,,0,,0,,1,,0,1.0,1,,,,0,0,,,2,0
Carter Jensen,695600,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,1,,,,0,,,,0,,0,,,,2,0,0,,1,0,0,1,
Tyler Tolbert,686475,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,1,,,,0,,,,0,,0,,,,2,0,1,,0,0,0,1,
Isaac Collins,686555,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,3,,,,0,,,,1,,0,,,,4,0,1,,0,1,0,1,
Salvador Perez,521692,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,3,,,,0,,,,0,,0,,,,5,0,0,,1,0,0,1,
Nick Loftin,679845,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,5,,,,0,,,,1,,0,,,,5,0,1,,2,1,0,0,
Andrew Velazquez,623205,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,1,0,0,0,
Michael Massey,686681,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,2,,,,0,,,,1,,1,,,,2,2,1,,0,4,0,0,
Starling Marte,516782,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,4,,,,0,,,,1,,0,,,,4,0,0,,1,1,0,0,
Luke Maile,571912,2026-07-26,824246,Kansas City Royals,away,Detroit Tigers,batting,,0,,2,,,,1,,,,1,,0,,,,2,1,0,,0,2,0,0,
