Player,Player,Salary,DFF Proj,FPros Proj,NF Proj,SportsLine,DraftEdge Proj,RotoWire Proj,FantasyLabs Proj,FBGuys Proj,B5 Proj,Avg Proj,Weighted,Roster %,Position,Exclude?,,,,,,Weights,
Jared Wayne,Jared Wayne,4200,0.3,0.3,0.3,0.3,0.2,0,0.21,0.39,0.31799999999999995,0.25755555555555554,0.27257333333333333,0,WR,,,,,,,,
Malachi Corley,Malachi Corley,4100,0.3,0.45,1.2,0.3,0.3,0.18,0.42,0,0.45,0.4,0.38040000000000007,0,WR,,,,,,,,
Jaylin Lane,Jaylin Lane,4400,0.3,0.9600000000000001,1.1,3.06,1.2,1.99,0.82,0.368,1.1576,1.2172888888888889,1.0844213333333332,0.02,WR,,,,,,,,
Riley Nowakowski,Riley Nowakowski,4000,0.3,0.25,0.2,0.3,0.1,0.37,0.55,0.10300000000000001,0.2306,0.26706666666666673,0.262328,0,RB,,,,,,,,
Deion Burks,Deion Burks,4400,0.3,0.55,0.3,0.3,0.3,0.68,0.82,0.338,0.35760000000000003,0.4384,0.439088,0,WR,,,,,,,,
Seydou Traore,Seydou Traore,4400,0.3,0.5900000000000001,0.3,0.3,0.3,0.65,0.21,0.21000000000000002,0.34,0.35555555555555557,0.3559333333333334,0,TE,,,,,,,,
Sam Roush,Sam Roush,4000,0.3,0.8799999999999999,0,0.3,0.3,1.48,0.21,0.903,0.4766,0.5388444444444445,0.5660746666666666,0,TE,,,,,,,,
Jack Endries,Jack Endries,4000,0.3,0.3,0.3,0.3,0.3,0,0.21,0.17,0.27399999999999997,0.23933333333333331,0.24151999999999996,0,TE,,,,,,,,
Tim Patrick,Tim Patrick,4300,0.2,0.2,0.4,0.2,0.2,0,0,0.2,0.24,0.1822222222222222,0.18453333333333333,0,WR,,,,,,,,
Ko Kieft,Ko Kieft,4000,0.2,0.31000000000000005,0.2,0.2,0.3,0.14,0.21,0.2,0.22199999999999998,0.2202222222222222,0.22289333333333336,0,TE,,,,,,,,
Colson Yankoff,Colson Yankoff,4300,0.2,0.24,0.2,0.2,0.2,0,0.21,0.2,0.20800000000000002,0.1842222222222222,0.19077333333333332,0,TE,,,,,,,,
Tylan Wallace,Tylan Wallace,4300,0.2,0.4600000000000001,1.3,3.42,0.5,0.42,0.46,0.2,1.116,0.8973333333333334,0.7844800000000001,0,WR,,,,,,,,
Derius Davis,Derius Davis,4100,0.2,0.25,0,0.2,0.2,0.73,0.42,0.11800000000000001,0.15360000000000001,0.25239999999999996,0.24056800000000003,0,WR,,,,,,,,
Skyy Moore,Skyy Moore,4000,0.2,0.68,0.3,0.2,0.9,0.17,0.88,0.34600000000000003,0.34520000000000006,0.44680000000000003,0.44537600000000005,0,WR,,,,,,,,
Arian Smith,Arian Smith,4000,0.2,0.19,0.4,2.12,0.3,0.31,0.21,0.46499999999999997,0.675,0.5411111111111111,0.4898666666666667,0.01,WR,,,,,,,,
Chris Blair,Chris Blair,4300,0.2,0.2,0.4,0.2,0.2,0,0.21,0.2,0.24,0.20555555555555555,0.20693333333333333,0,WR,,,,,,,,
Gavin Bartholomew,Gavin Bartholomew,4000,0.2,0.2,0.2,0.2,0.2,0,0.21,0.36,0.23200000000000004,0.2002222222222222,0.21189333333333332,0,TE,,,,,,,,
Nick Singleton,Nick Singleton,4600,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.288888888888889,0.2613333333333334,0.2,RB,,,,,,,,
Kameron Johnson,Kameron Johnson,4200,0.2,0.22000000000000003,0,0.2,0.8,0.47,0.67,0,0.12400000000000003,0.2982222222222222,0.26465333333333335,0,WR,,,,,,,,
Andrew Beck,Andrew Beck,4000,0.1,0.9900000000000001,0.5,0.1,0,0,0.26,0.1,0.35800000000000004,0.2675555555555556,0.30377333333333345,0,RB,,,,,,,,
Phillip Dorsett II,Phillip Dorsett,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Teddy Bridgewater,Teddy Bridgewater,6000,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Alvin Kamara,Alvin Kamara,5500,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Jake Browning,Jake Browning,6000,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Ty Johnson,Ty Johnson,5000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Lawrence Cager,Lawrence Cager,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Dan Chisena,Dan Chisena,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Van Jefferson,Van Jefferson,4200,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Maurice Alexander,Maurice Alexander,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Sean McKeon,Sean McKeon,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Jack Stoll,Jack Stoll,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Cedrick Wilson Jr.,Cedrick Wilson,4100,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Albert Okwuegbunam Jr.,Albert Okwuegbunam,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Mecole Hardman Jr.,Mecole Hardman,4100,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
DJ Turner,DJ Turner,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Kendric Pryor,Kendric Pryor,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Kenny Yeboah,Kenny Yeboah,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Josh Jacobs,Josh Jacobs,7200,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Kene Nwangwu,Kene Nwangwu,4000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Quez Watkins,Quez Watkins,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Justin Watson,Justin Watson,4100,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Terrace Marshall Jr.,Terrace Marshall,4200,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Will Levis,Will Levis,6000,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Erik Ezukanma,Erik Ezukanma,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Devin Culp,Devin Culp,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Brenden Bates,Brenden Bates,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Shedrick Jackson,Shedrick Jackson,4100,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Gary Brightwell,Gary Brightwell,4000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Jeshaun Jones,Jeshaun Jones,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Jaret Patterson,Jaret Patterson,4100,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Michael Penix Jr.,Michael Penix,6600,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Jerome Ford,Jerome Ford,4000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Tua Tagovailoa,Tua Tagovailoa,6600,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Tyrell Shavers,Tyrell Shavers,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Lawrence Keys III,Lawrence Keys,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Tarik Black,Tarik Black,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Jordan Mims,Jordan Mims,4000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Elijah Mitchell,Elijah Mitchell,4000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Isiah Pacheco,Isiah Pacheco,5300,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Malik Cunningham,Malik Cunningham,6000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Xavier Johnson,Xavier Johnson,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Eli Pancol,Eli Pancol,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Courtney Jackson,Courtney Jackson,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Jacob Clark,Jacob Clark,6000,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Nick Nash,Nick Nash,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Jha'Quan Jackson,JhaQuan Jackson,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Connor Bazelak,Connor Bazelak,6000,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Dayton Wade,Dayton Wade,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Tahj Washington,Tahj Washington,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Ulysses Bentley IV,Ulysses Bentley,4000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Luke Musgrave,Luke Musgrave,4200,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Ainias Smith,Ainias Smith,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Xavier Weaver,Xavier Weaver,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Cornelius Johnson,Cornelius Johnson,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Jalen McMillan,Jalen McMillan,5400,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Caden Prieskorn,Caden Prieskorn,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Keelan Marion,Keelan Marion,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
E.J. Williams Jr.,EJ Williams,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Mason Kinsey,Mason Kinsey,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Luke Lachey,Luke Lachey,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Levi Wentz,Levi Wentz,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Luke Floriea,Luke Floriea,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Marshall Lang,Marshall Lang,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Dontae Fleming,Dontae Fleming,4100,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Hunter Dekkers,Hunter Dekkers,6000,0,0,0,0,0,0,0,0,0,0,0,0,QB,,,,,,,,
Mac Dalena,Mac Dalena,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Rivaldo Fairweather,Rivaldo Fairweather,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Quentin Skinner,Quentin Skinner,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Luke Grimm,Luke Grimm,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Sean Tucker,Sean Tucker,5000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
E.J. Horton Jr.,EJ Horton,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Malick Meiga,Malick Meiga,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
AJ Henning,AJ Henning,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Tip Reiman,Tip Reiman,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Joe Royer,Joe Royer,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Patrick Gurd,Patrick Gurd,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Jaheim Bell,Jaheim Bell,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Chase Curtis,Chase Curtis,4000,0,0,0,0,0,0,0,0,0,0,0,0,TE,,,,,,,,
Jabari Small,Jabari Small,4000,0,0,0,0,0,0,0,0,0,0,0,0,RB,,,,,,,,
Caullin Lacy,Caullin Lacy,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
Sincere Brown,Sincere Brown,4000,0,0,0,0,0,0,0,0,0,0,0,0,WR,,,,,,,,
